Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,AGE,BMI,PATIENT,Diastolic Blood Pressure,Glucose,Hemoglobin A1c/Hemoglobin.total in Blood,Systolic Blood Pressure,Body Height,Body Weight,fev1_fvc,respiratory_rate,oxygen,carbon_dioxide,smoking,dyspnea,wheezing,cough,systolic_bp,diastolic_bp,cholesterol,ldl,hdl,triglycerides,troponin,creatinine,bmi,glucose,crp,nt_probnp,lvef,copd_chronic_obstructive_bronchitis,copd_pulmonary_emphysema,copd_hypoxemia,copd_respiratory_distress,copd_pneumonia,cvd_hypertension,cvd_heart_failure,cvd_ischemic_heart_disease,cvd_atrial_fibrillation,cvd_metabolic_syndrome,cvd_hyperlipidemia,cvd_diabetes,has_diabetes,diabetes_risk_score,has_copd,copd_risk_score,has_cvd,cvd_risk_score
28dfe7fc-9c81-e452-c8f7-44520f57def1,1981-07-17,,999-93-5516,S99986732,X14171868X,Mr.,Geoffrey157,Efrain317,Mosciski958,,,M,white,hispanic,M,Los Angeles  California  US,880 Huels Parade,Turlock,California,Stanislaus County,6099.0,95382,37.506086875737,-120.86127380200672,67131.12,86063.64,37065,44,28.777527155882467,28dfe7fc-9c81-e452-c8f7-44520f57def1,72.2,84.5,6.0200000000000005,124.1,175.9,89.03999999999999,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.441,0,0.494,1,0.986
d1a724f6-00ce-46ab-ea9d-9a5cd4a3a747,1977-04-06,,999-60-8726,S99974445,X56579123X,Mrs.,Chieko845,Onita767,Bergstrom287,,Gorczany269,M,white,nonhispanic,F,Soledad  California  US,928 O'Conner Ramp Apt 3,Garden Grove,California,Orange County,6059.0,92844,33.77415527765925,-117.94932967518264,16660.35,2097213.45,17826,48,30.070313913677808,d1a724f6-00ce-46ab-ea9d-9a5cd4a3a747,75.5,84.5,6.1,134.25,162.7,79.6,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.499,0,0.259,1,0.939
2fe65407-9b24-8ccb-76d0-8278c5203a9d,2017-09-19,,999-79-9588,,,,Keshia89,Beverlee316,McGlynn426,,,,black,nonhispanic,F,Novato  California  US,443 Oberbrunner Lock Apt 70,Sacramento,California,Sacramento County,6067.0,95652,38.51056824863931,-121.4449490878856,34485.64,3888.47,95413,8,18.397241772798363,2fe65407-9b24-8ccb-76d0-8278c5203a9d,83.77777777777777,84.5,6.1,123.88888888888889,94.4,16.394444444444446,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.087,0,0.062
4006915e-2fac-3186-ed4f-a2fac7b2dda7,2005-01-05,,999-65-7047,S99934303,X29391726X,Ms.,Shelley12,Sonia106,Parker433,,,,asian,nonhispanic,F,Fair Oaks  California  US,708 Spinka Fork Suite 49,Los Angeles,California,Los Angeles County,6037.0,91405,34.003015410502584,-118.25513890792485,112771.57,0.0,84063,20,20.819613954257505,4006915e-2fac-3186-ed4f-a2fac7b2dda7,71.7,84.5,6.1,120.0,155.28,50.2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.152,0,0.475
a9629d8f-8a9d-09b7-17d5-68c39b482d7a,1951-02-28,,999-72-6726,S99938128,X40827333X,Mr.,Jayson808,Bradley693,Runolfsson901,,,M,white,nonhispanic,M,Oakland  California  US,540 Schaefer Gardens,Escalon,California,San Joaquin County,6077.0,95320,37.83802859235261,-121.0290411773468,358887.36,208303.85,49625,74,27.49137294534714,a9629d8f-8a9d-09b7-17d5-68c39b482d7a,68.72727272727273,84.5,6.9,101.72727272727272,174.8,84.0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0.709,0,0.827,1,1.0
457a9a72-33c8-9ae2-bfca-dd6927b7c550,1977-09-15,,999-67-7903,S99947926,X7933778X,Mrs.,Amber507,Teisha100,Wyman904,,Romaguera67,M,white,nonhispanic,F,Indio  California  US,1009 Schultz Rapid Suite 68,Moreno Valley,California,Riverside County,6065.0,92518,33.862175435101705,-117.28167890537294,17584.37,1744509.38,12053,48,28.63097919535052,457a9a72-33c8-9ae2-bfca-dd6927b7c550,80.2,84.5,6.1,119.7,158.8,72.2,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.463,0,0.44,1,0.939
59db04b2-84b5-6675-29dc-c83cd3b02df9,1986-10-09,,999-76-3095,S99994305,X23673939X,Ms.,María Eugenia578,Irene779,Ulibarri312,,,S,white,hispanic,F,Mexico City  Mexico City  MX,629 Jerde Ranch,San Diego,California,San Diego County,6073.0,92131,32.99301325851682,-117.1451797046542,190912.89,832528.95,165814,39,30.188173847284972,59db04b2-84b5-6675-29dc-c83cd3b02df9,108.41379310344828,177.7,3.23125,144.01149425287358,157.4,74.7904761904762,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.911,0,0.428,1,0.969
249aaa04-ef8f-ffc4-685c-110456d13222,1993-10-19,,999-14-6769,S99924257,X67177215X,Mr.,Devin82,Ariel183,Smith67,,,M,white,nonhispanic,M,Roseville  California  US,613 Abernathy Heights Unit 9,Fairfield,California,Solano County,6095.0,95687,38.294380956939285,-121.87714376507492,126248.26,9363.53,61702,32,28.16582758090367,249aaa04-ef8f-ffc4-685c-110456d13222,70.4,84.5,6.1,102.2,177.4,88.64,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.258,0,0.252,1,0.542
bf6dec83-1bfd-3594-af8d-e5c6319b2e02,1998-11-07,,999-66-6604,S99955364,X6139452X,Ms.,Geneva168,Miki234,Hyatt152,,,,black,nonhispanic,F,San Ramon  California  US,467 Hodkiewicz Bypass,Elk Grove,California,Sacramento County,6067.0,95829,38.44070168721053,-121.4799455403713,492960.16,139539.18,61962,27,24.61714428009153,bf6dec83-1bfd-3594-af8d-e5c6319b2e02,76.21739130434783,84.5,6.1,92.8695652173913,162.63,65.1086956521739,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.151,0,0.15,1,1.0
587ef6e3-3a73-9dfd-6bf2-d0db57df83c7,1988-01-15,,999-65-2120,S99943029,X61293177X,Mrs.,Ingrid581,Brande998,Batz141,,Jacobs452,M,white,hispanic,F,Palm Desert  California  US,145 Vandervort Dam,Fontana,California,San Bernardino County,6071.0,92335,34.192371592519535,-117.41271001176912,344421.85,989415.55,168002,37,27.380408038844248,587ef6e3-3a73-9dfd-6bf2-d0db57df83c7,75.42857142857143,84.5,6.225,142.57142857142858,162.0,71.85714285714286,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.297,0,0.231,1,0.958
6846c1a6-dedd-82cb-e62c-b394cc2df16f,2006-05-23,,999-53-6726,S99936060,,Ms.,Vashti163,Tony646,Gulgowski816,,,,white,hispanic,F,Fremont  California  US,488 O'Hara Manor Unit 91,Hemet,California,Riverside County,6065.0,92544,33.62262422827574,-116.86533087592468,5650.0,466441.25,18371,19,23.3633846054677,6846c1a6-dedd-82cb-e62c-b394cc2df16f,75.66666666666667,84.5,6.1,137.5,151.38333333333333,53.54166666666666,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.145,0,0.28
35411671-8933-76f6-4a83-dd0e850dd094,1975-06-21,,999-57-3924,S99983162,X23008390X,Mrs.,Rosina706,Eda506,Wintheiser220,,Sporer811,M,white,nonhispanic,F,Concord  California  US,483 Conn Parade Apt 53,Thousand Oaks,California,Ventura County,6111.0,91360,34.13793825728,-118.90522439977954,392709.45,1266342.77,34283,50,29.08284030773442,35411671-8933-76f6-4a83-dd0e850dd094,76.45454545454545,84.5,6.1,107.0909090909091,168.5,82.57272727272726,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.505,0,0.573,1,0.995
95354375-965e-26ee-1085-bf4a12400c45,1986-09-25,,999-91-6880,S99920073,X51398786X,Mr.,Renaldo199,,Gislason620,,,M,white,hispanic,M,San Francisco  California  US,324 Bashirian Throughway,Fresno,California,Fresno County,6019.0,93705,36.79705784078214,-119.73486080015584,114908.45,230650.56,36874,39,29.935453471143763,95354375-965e-26ee-1085-bf4a12400c45,72.25,84.5,6.0,119.91666666666669,171.3,87.84166666666665,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.38,0,0.25,1,0.969
574b0c49-2be5-08cb-9461-54ecfbc5ebea,2012-04-07,,999-35-4103,,,,Gil594,Alexis664,Watsica258,,,,asian,hispanic,M,San Diego  California  US,102 Sauer Light Unit 69,Temecula,California,Riverside County,6065.0,92590,33.55803427862322,-117.14819598885482,28628.75,53765.46,146475,13,17.650169632367472,574b0c49-2be5-08cb-9461-54ecfbc5ebea,81.7,84.5,6.1,132.6,121.16,25.910000000000004,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.11,0,0.129
288e7fa8-02a4-c431-aa5e-621dfe32745d,1946-08-21,,999-94-6831,S99948979,X65258491X,Mr.,Rodolfo763,Deon400,Harvey63,,,M,white,hispanic,M,San Jose  California  US,254 Wisoky Loaf Apt 49,Union City,California,Alameda County,6001.0,94587,37.62214217404744,-122.0528553463766,25042.43,659323.92,19004,79,29.76731992970998,288e7fa8-02a4-c431-aa5e-621dfe32745d,70.4,84.5,6.05,110.0,182.8,99.47,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.849,0,0.734,1,1.0
78d811c7-21f1-e534-3a5e-9778c32eff93,1973-10-31,,999-79-2573,S99945312,X82383631X,Mrs.,Azucena377,Gemma107,Murphy561,,Hilpert278,M,white,nonhispanic,F,Gilroy  California  US,577 Ratke Wynd,San Diego,California,San Diego County,6073.0,92102,32.856527704277056,-117.07259837834442,569734.49,704216.49,47383,52,28.153594093810508,78d811c7-21f1-e534-3a5e-9778c32eff93,72.5,84.5,6.11,126.4,161.4,73.34,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.496,0,0.598,1,0.996
f8f8718e-ca08-291e-0f77-d88e0e605421,2013-08-16,,999-89-8240,,,,Josefa6,Almeta56,Schimmel440,,,,asian,nonhispanic,F,Hong Kong  Hong Kong Special Administrative Region  CN,111 Gutkowski Course Apt 23,Cupertino,California,Santa Clara County,6085.0,95070,37.36879917539664,-122.08269062019808,35575.45,13078.71,166839,12,15.692621225592408,f8f8718e-ca08-291e-0f77-d88e0e605421,75.33333333333333,84.5,6.1,97.41666666666669,121.91666666666669,23.325,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.105,0,0.112
e8618da1-0ee8-022d-2610-8aaaa3a1e603,1985-05-01,,999-85-7746,S99968961,X799674X,Mr.,Jonathan639,,Green467,,,M,white,nonhispanic,M,San Diego  California  US,886 Langosh Key Suite 36,Vallejo,California,Solano County,6095.0,94534,38.09203774061013,-122.24604301583676,445520.68,27716.62,96900,40,28.44024768557781,e8618da1-0ee8-022d-2610-8aaaa3a1e603,80.5,84.5,6.1,129.83333333333334,167.7,79.98333333333333,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0.186,0,0.811
4928ddb8-769e-0374-3c67-a1256fabbae8,1976-02-07,,999-95-2300,S99922739,X19273725X,Mrs.,Krystal150,Tessa832,Graham902,,Howell947,M,white,nonhispanic,F,Burbank  California  US,878 Rogahn Pathway Apt 29,Avila Beach,California,San Luis Obispo County,6079.0,93424,35.21355003751382,-120.71087779729204,315136.23,564349.81,193109,49,29.643918058716867,4928ddb8-769e-0374-3c67-a1256fabbae8,85.6,84.5,6.14,139.8,161.0,76.84,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.534,0,0.56,1,0.994
135b2275-2738-9ccd-c4df-47df2d5b318b,1999-07-03,,999-34-1048,S99977655,X65057794X,Ms.,Camila223,Delena885,Schuppe920,,,,white,nonhispanic,F,North Highlands  California  US,986 Bergnaum Pathway,Escondido,California,San Diego County,6073.0,92029,33.1414994292823,-117.17329102766364,169423.36,422784.68,159232,26,25.688646367068664,135b2275-2738-9ccd-c4df-47df2d5b318b,82.2,84.5,6.1,119.8,170.16,74.38,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.197,0,0.197,1,0.546
4c02f7c9-de07-2931-0ed0-8a3839990199,1992-02-13,,999-94-1675,S99923791,X46927264X,Mrs.,Yvone889,Matthew562,Kihn564,,Ryan260,M,black,nonhispanic,F,Merced  California  US,556 Kulas Ramp Unit 30,Long Beach,California,Los Angeles County,6037.0,90806,33.78770554668932,-118.14639042419913,185107.65,274058.15,157921,33,23.515869875189228,4c02f7c9-de07-2931-0ed0-8a3839990199,67.0,84.5,6.033333333333334,119.75,159.6,59.9,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.175,0,0.353,1,0.923
74cef985-f5be-5a1a-2687-3a01477ae357,1963-10-08,,999-13-6144,S99918859,X1123247X,Mr.,Alfonzo975,Solomon675,Zboncak558,,,M,asian,nonhispanic,M,Yokohama  Kanagawa  JP,695 King Ramp,East Los Angeles,California,Los Angeles County,6037.0,90022,34.02337194382581,-118.10996455016226,12213.25,339032.81,18106,62,29.85955297108727,74cef985-f5be-5a1a-2687-3a01477ae357,79.0,84.5,6.072727272727272,124.6923076923077,173.1,89.47,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.707,0,0.529,1,1.0
e3305539-5c13-8e47-c4ae-c36b446daa55,2020-02-02,,999-77-3288,,,,Basil991,Wallace647,Bogisich202,,,,white,nonhispanic,M,Richmond  California  US,175 Kuhlman Street Unit 27,Imperial Beach,California,San Diego County,6073.0,91932,32.601364021527715,-116.95899468560512,20017.49,45078.0,73395,5,17.983359181669954,e3305539-5c13-8e47-c4ae-c36b446daa55,71.0625,84.5,6.1,134.3125,87.1625,13.6625,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.075,0,0.039
bacb9f5e-3d21-c359-23eb-3948b0392c2e,2015-04-03,,999-34-4007,,,,Caridad510,Mercedes82,Limón43,,,,native,hispanic,F,Wesley  Saint Andrew Parish  DM,297 Pacocha Neck,San Diego,California,San Diego County,6073.0,92140,32.84141120120361,-117.06270187514777,2096.3,57556.65,25113,10,18.71821514244772,bacb9f5e-3d21-c359-23eb-3948b0392c2e,81.0625,84.5,6.1,112.0625,101.96875,19.4625,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0.095,0,0.084
a3ee0d5a-c5a2-b21e-ae12-5ed1c0cbe8f3,1980-06-25,,999-72-9790,S99962476,X52067620X,Mrs.,Tawny381,Elke785,Marks830,,Sanford861,M,asian,nonhispanic,F,Fresno  California  US,509 DuBuque Dale Apt 98,Orange,California,Orange County,6059.0,92865,33.73237632589682,-117.65337617754754,210717.1,1371195.34,187190,45,28.201079728886523,a3ee0d5a-c5a2-b21e-ae12-5ed1c0cbe8f3,71.0,84.5,5.5,124.0,167.9,79.5,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.474,0,0.314,1,0.998
8fc606d1-9801-bc57-a120-51d286d5a678,2007-03-25,,999-35-2324,S99990067,,Ms.,Yesenia104,Muoi890,Langosh790,,,,white,hispanic,F,Morro Bay  California  US,387 Jones Bay Suite 20,Chowchilla,California,Madera County,6039.0,93610,37.12444901174823,-120.30544151735218,3890.42,89207.52,32263,18,20.57686185872614,8fc606d1-9801-bc57-a120-51d286d5a678,88.36363636363636,84.5,6.1,133.72727272727272,147.92727272727274,45.02727272727273,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.139,0,0.249
33fd2e28-de55-eadd-4fe7-67781efdded7,1954-12-11,,999-72-5402,S99947270,X42112173X,Mr.,Billie243,Reggie481,Friesen796,,,M,asian,nonhispanic,M,Sonora  California  US,382 Hintz Knoll Unit 50,La Quinta,California,Riverside County,6065.0,92210,33.66586755962797,-116.15749501021166,668068.68,574170.45,65057,71,21.64280489425684,33fd2e28-de55-eadd-4fe7-67781efdded7,66.8,84.5,6.0200000000000005,122.6,173.7,65.3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.683,0,0.803,1,1.0
1aedc0d3-ac36-3258-c9be-2ef635726753,1984-02-02,,999-99-1373,S99938275,X43703083X,Ms.,Amber507,Amalia471,McCullough561,,,S,white,nonhispanic,F,Wasco  California  US,212 Leannon Vale Apt 70,Los Angeles,California,Los Angeles County,6037.0,90029,34.27551913003759,-118.44850293295916,218405.28,485232.08,43730,41,29.42143326758712,1aedc0d3-ac36-3258-c9be-2ef635726753,78.0,84.5,6.033333333333334,114.66666666666669,156.0,71.60000000000001,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.37,0,0.454,1,0.977
b7bccc7f-a9ec-b350-36c9-3f4b902fd229,1984-04-13,,999-97-9661,S99918831,X60410158X,Mrs.,Norma469,Elisa944,Fonseca493,,Velázquez409,M,white,hispanic,F,San Jose  San Jose  CR,427 Yundt Mews Apt 84,El Cajon,California,San Diego County,6073.0,92071,32.75429319224236,-117.00275749307464,225537.22,972561.41,32889,41,33.62029290315731,b7bccc7f-a9ec-b350-36c9-3f4b902fd229,83.16666666666667,84.5,6.1,124.83333333333331,156.3,82.13333333333334,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.48,0,0.352,1,0.834
03f9edbf-3d0f-5f4f-cc71-3a9491d7cd3f,1967-03-23,,999-90-6825,S99910343,X18587842X,Mrs.,George991,Sheridan30,Auer97,,Heller342,M,white,hispanic,F,Oakdale  California  US,335 Grimes Esplanade,Fresno,California,Fresno County,6019.0,93611,36.71184006511099,-119.8095214113684,1309007.29,732899.11,46499,58,28.692607668440974,03f9edbf-3d0f-5f4f-cc71-3a9491d7cd3f,91.86363636363636,84.5,4.208695652173913,126.0909090909091,172.0,84.88421052631578,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.818,0,0.672,1,0.999
7fb0c31b-2d59-9bec-3890-c5282cbb088e,1953-11-28,,999-73-4530,S99933762,X9280274X,Mrs.,Charlette938,Jacquetta148,McCullough561,,McLaughlin530,D,white,nonhispanic,F,Carmichael  California  US,900 Abernathy Mill Suite 55,Anaheim,California,Orange County,6059.0,92808,33.85820175231736,-118.00782606990911,1126175.18,289448.32,117909,72,29.637611577571505,7fb0c31b-2d59-9bec-3890-c5282cbb088e,71.0909090909091,84.5,6.118181818181818,121.0909090909091,165.8,81.47272727272728,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.774,0,0.811,1,1.0
5ca8532e-b5b5-fd7d-baf6-95afaee05d51,1997-02-02,,999-78-5744,S99958845,X38932940X,Mrs.,Shawanda667,Remona896,Legros616,,Wilderman619,M,white,nonhispanic,F,Rome  Lazio  IT,657 Stoltenberg Bridge,Rowland Heights,California,Los Angeles County,6037.0,91748,34.01196112252792,-117.94055619264996,168875.65,212232.14,154063,28,29.48629330693213,5ca8532e-b5b5-fd7d-baf6-95afaee05d51,72.82000000000001,84.5,6.1,121.64,162.8,78.15,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.224,0,0.157,1,0.934
34611de3-7f09-ada2-5828-ea7398354362,2021-11-05,,999-40-9065,,,,Melania287,Tennie915,Kertzmann286,,,,white,hispanic,F,San Jose  California  US,172 Fritsch Stravenue Unit 15,Berkeley,California,Alameda County,6001.0,94710,37.88260382989042,-122.22795552974684,6643.78,7226.0,103549,4,17.307430975697827,34611de3-7f09-ada2-5828-ea7398354362,90.6153846153846,84.5,6.1,108.0,80.88461538461539,11.323076923076922,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.071,0,0.034
4360e4af-a71f-7bb0-6b06-5562e8ef88fd,2002-10-20,,999-73-7037,S99960048,X11323184X,Ms.,Kelsi424,Jeanice469,Fahey393,,,,white,hispanic,F,Los Angeles  California  US,743 Flatley Underpass,Los Angeles,California,Los Angeles County,6037.0,90041,34.115840714885614,-118.38322326797496,135559.99,560293.05,85853,23,21.008250960797128,4360e4af-a71f-7bb0-6b06-5562e8ef88fd,73.75555555555555,84.5,6.1,145.82222222222222,155.3875,50.725,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0.085,0,0.595
aaf80d26-4a3f-ab61-a1c3-3d025c7cc5ea,1971-05-03,,999-57-5070,S99971204,X41016678X,Mrs.,Elane105,Genny123,Hartmann983,,Nader710,M,white,nonhispanic,F,Oceanside  California  US,193 Fritsch Parade,Huntington Beach,California,Orange County,6059.0,92647,33.677433662669834,-117.9809614276236,18542.64,1822278.51,21943,54,27.93162604664878,aaf80d26-4a3f-ab61-a1c3-3d025c7cc5ea,86.22222222222223,84.5,6.1,125.44444444444444,164.3,75.4,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.576,0,0.623,1,0.997
dad8c823-8847-e8d0-94cd-89aa8a6edcc5,1973-07-14,,999-44-7731,S99985081,X10134872X,Mrs.,Tisha655,Maxie520,Jones311,,Rutherford999,M,white,hispanic,F,Novato  California  US,611 Koepp Mill Apt 34,San Jose,California,Santa Clara County,6085.0,95008,37.24650856425692,-121.9373147247008,331608.84,637743.65,133670,52,30.30140392777755,dad8c823-8847-e8d0-94cd-89aa8a6edcc5,75.0,84.5,6.275,105.0,163.8,81.3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.519,0,0.598,1,0.996
ed257155-7a6c-92ca-4ca2-00d070aec5f6,1972-01-26,,999-78-6947,S99928637,X53585107X,Mrs.,Vita624,Christene303,Kiehn525,,Anderson154,M,white,nonhispanic,F,Visalia  California  US,608 Koch Station Suite 75,Los Angeles,California,Los Angeles County,6037.0,90095,34.14324527377533,-118.14750661766293,1416906.28,938062.44,105064,53,29.783916239697035,ed257155-7a6c-92ca-4ca2-00d070aec5f6,63.875,84.5,6.1,100.375,167.5,83.5625,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.509,0,0.506,1,0.972
f1d51363-ecf5-e2c2-f8df-1762add9e8ff,2008-03-29,,999-69-7427,S99916812,,,Tomás404,Francisco472,Delvalle807,,,,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,1036 Jacobson Lane,Rancho San Diego,California,San Diego County,,0,32.75166594213379,-116.87421157697344,27885.42,32562.21,180850,17,23.68856933572669,f1d51363-ecf5-e2c2-f8df-1762add9e8ff,73.58333333333333,84.5,6.1,105.5,155.86666666666667,57.55,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0.132,0,0.22
93fb724a-1ca8-ea19-8976-08318815a0b3,2021-06-09,,999-78-2039,,,,Antone63,Leonard963,Jenkins714,,,,white,nonhispanic,M,Santa Clarita  California  US,890 Crist Bypass Apt 21,Petaluma,California,Sonoma County,6097.0,94952,38.22723128589151,-122.67564729220574,13058.4,31274.77,105225,4,15.600252245893088,93fb724a-1ca8-ea19-8976-08318815a0b3,92.86666666666666,84.5,6.1,117.46666666666668,78.85333333333332,9.7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.071,0,0.034
48280eb9-313d-e311-d6f8-523f5c3d45e3,1988-08-31,,999-10-9036,S99968252,X68084629X,Ms.,Rhiannon677,Sadie426,Kub800,,,S,white,hispanic,F,Canyon Lake  California  US,450 Ondricka Trafficway Suite 17,Berkeley,California,Alameda County,6001.0,94704,37.84061042495575,-122.2677083491742,23224.71,818342.3,40098,37,24.793378422232948,48280eb9-313d-e311-d6f8-523f5c3d45e3,73.0,84.5,6.1,101.25,157.4,61.425,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0.305,0,0.725
c0f97884-9b4d-134d-2058-5b3c2b3a3d24,2007-12-19,,999-57-6294,S99993663,,,Denny560,Alec433,Deckow585,,,,white,hispanic,M,Santa Clara  California  US,896 Raynor Corner,La Mesa,California,San Diego County,6073.0,91942,32.83033761339439,-116.9555656750588,6600.0,914210.72,36192,17,18.29494528221187,c0f97884-9b4d-134d-2058-5b3c2b3a3d24,84.45454545454545,84.5,6.1,117.8181818181818,138.72727272727272,35.20909090909091,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0.132,0,0.22
